ProductId,name,brand,main_category,sub_category,ratings,no_of_ratings,Price,Review,image,text
P000089,Everly Detangling Brush - Reduces Frizz,Everly,beauty & personal care,hair care,4.8,2443,341.31,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000089/300/300,"Everly Detangling Brush - Reduces Frizz hair care beauty & personal care Everly reduces frizz gentle on hair compact A game changer for my daily routine, so glad I bought it."
P000090,Brightside Curling Wand - Reduces Frizz,Brightside,beauty & personal care,hair care,3.8,844,367.6,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000090/300/300,"Brightside Curling Wand - Reduces Frizz hair care beauty & personal care Brightside reduces frizz even heat compact A game changer for my daily routine, so glad I bought it."
P000091,Brightside Family Strategy Board Game - Great Replay Value,Brightside,toys & games,board games,3.0,4865,183.7,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000091/300/300,"Brightside Family Strategy Board Game - Great Replay Value board games toys & games Brightside great replay value engaging fun for groups Great value for the price, highly recommend to anyone."
P000092,Pulse Cooperative Card Game - Great Replay Value,Pulse,toys & games,board games,4.4,2227,256.44,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000092/300/300,Pulse Cooperative Card Game - Great Replay Value board games toys & games Pulse great replay value easy to learn quality components Excellent quality and does exactly what it promises.
P000093,Cobalt Trivia Party Game - Quality Components,Cobalt,toys & games,board games,4.8,4123,385.58,Okay but I expected more for the money.,https://picsum.photos/seed/P000093/300/300,Cobalt Trivia Party Game - Quality Components board games toys & games Cobalt quality components quick setup engaging Okay but I expected more for the money.
P000094,Cobalt 2-Player Duel Game - Quick Setup,Cobalt,toys & games,board games,3.9,5860,224.82,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000094/300/300,"Cobalt 2-Player Duel Game - Quick Setup board games toys & games Cobalt quick setup fun for groups engaging A game changer for my daily routine, so glad I bought it."
P000095,Pulse Legacy Campaign Game - Engaging,Pulse,toys & games,board games,4.5,7762,143.83,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000095/300/300,"Pulse Legacy Campaign Game - Engaging board games toys & games Pulse engaging quality components fun for groups Great value for the price, highly recommend to anyone."
P000096,Cobalt 500-Piece Building Blocks - Sturdy Pieces,Cobalt,toys & games,building sets,5.0,3920,190.27,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000096/300/300,Cobalt 500-Piece Building Blocks - Sturdy Pieces building sets toys & games Cobalt sturdy pieces safe materials creative Solid choice with a couple of small trade-offs.
P000097,Everly Marble Run Kit - Compatible,Everly,toys & games,building sets,4.1,4325,370.48,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000097/300/300,Everly Marble Run Kit - Compatible building sets toys & games Everly compatible sturdy pieces educational Decent product overall but has a few minor annoyances.
P000098,Meridian Magnetic Tiles Set - Safe Materials,Meridian,toys & games,building sets,3.2,394,272.72,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000098/300/300,"Meridian Magnetic Tiles Set - Safe Materials building sets toys & games Meridian safe materials hours of fun sturdy pieces Impressive build and performance, five stars from me."
P000099,Meridian Robotics Starter Kit - Safe Materials,Meridian,toys & games,building sets,4.6,3057,99.94,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000099/300/300,"Meridian Robotics Starter Kit - Safe Materials building sets toys & games Meridian safe materials educational compatible Good enough for the price, not amazing but does the job."
P000100,Aurora Wooden Train Set - Educational,Aurora,toys & games,building sets,4.4,4119,19.61,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000100/300/300,"Aurora Wooden Train Set - Educational building sets toys & games Aurora educational creative sturdy pieces Impressive build and performance, five stars from me."
P000101,Meridian Wireless Over-Ear Headphones - Long Battery Life,Meridian,electronics,headphones,4.7,4195,342.51,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000101/300/300,"Meridian Wireless Over-Ear Headphones - Long Battery Life headphones electronics Meridian long battery life foldable design noise cancelling Great value for the price, highly recommend to anyone."
P000102,Kestrel Noise-Cancelling Earbuds - Foldable Design,Kestrel,electronics,headphones,4.8,2202,81.54,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000102/300/300,"Kestrel Noise-Cancelling Earbuds - Foldable Design headphones electronics Kestrel foldable design noise cancelling deep bass Absolutely love this, exceeded my expectations and works perfectly."
P000103,Cobalt Studio Monitor Headphones - Crisp Sound,Cobalt,electronics,headphones,5.0,5107,167.91,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000103/300/300,"Cobalt Studio Monitor Headphones - Crisp Sound headphones electronics Cobalt crisp sound long battery life noise cancelling Well made and reliable, would buy again without hesitation."
P000104,Everly Bluetooth Sport Earphones - Foldable Design,Everly,electronics,headphones,4.2,5608,161.81,Okay but I expected more for the money.,https://picsum.photos/seed/P000104/300/300,Everly Bluetooth Sport Earphones - Foldable Design headphones electronics Everly foldable design long battery life crisp sound Okay but I expected more for the money.
P000105,Lumo Gaming Headset with Mic - Comfortable Fit,Lumo,electronics,headphones,3.1,2810,14.93,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000105/300/300,Lumo Gaming Headset with Mic - Comfortable Fit headphones electronics Lumo comfortable fit noise cancelling deep bass Excellent quality and does exactly what it promises.
P000106,Peakline 6.5in Android Smartphone - Bright Display,Peakline,electronics,smartphones,4.9,3365,302.77,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000106/300/300,Peakline 6.5in Android Smartphone - Bright Display smartphones electronics Peakline bright display expandable storage great camera Excellent quality and does exactly what it promises.
P000107,Vantage Compact 5G Phone - Great Camera,Vantage,electronics,smartphones,3.7,7127,215.58,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000107/300/300,"Vantage Compact 5G Phone - Great Camera smartphones electronics Vantage great camera bright display sleek design Great value for the price, highly recommend to anyone."
P000108,Foundry Budget Dual-SIM Phone - All-Day Battery,Foundry,electronics,smartphones,3.5,2398,134.42,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000108/300/300,Foundry Budget Dual-SIM Phone - All-Day Battery smartphones electronics Foundry all-day battery bright display sleek design Decent product overall but has a few minor annoyances.
P000109,Peakline Flagship Camera Phone - Bright Display,Peakline,electronics,smartphones,4.6,4682,179.85,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000109/300/300,"Peakline Flagship Camera Phone - Bright Display smartphones electronics Peakline bright display expandable storage fast processor A game changer for my daily routine, so glad I bought it."
P000110,Meridian Rugged Outdoor Phone - All-Day Battery,Meridian,electronics,smartphones,4.8,6518,316.74,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000110/300/300,"Meridian Rugged Outdoor Phone - All-Day Battery smartphones electronics Meridian all-day battery great camera expandable storage Works fine, though the build quality could be better."
P000111,Lumo 14in Ultrabook - High-Res Screen,Lumo,electronics,laptops,4.9,6237,177.73,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000111/300/300,"Lumo 14in Ultrabook - High-Res Screen laptops electronics Lumo high-res screen backlit keyboard lightweight A game changer for my daily routine, so glad I bought it."
P000112,Vantage Gaming Laptop 16GB - Lightweight,Vantage,electronics,laptops,3.5,333,33.69,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000112/300/300,"Vantage Gaming Laptop 16GB - Lightweight laptops electronics Vantage lightweight high-res screen powerful GPU Great value for the price, highly recommend to anyone."
P000113,Pulse 2-in-1 Convertible Laptop - High-Res Screen,Pulse,electronics,laptops,3.2,5086,31.73,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000113/300/300,"Pulse 2-in-1 Convertible Laptop - High-Res Screen laptops electronics Pulse high-res screen fast SSD backlit keyboard Absolutely love this, exceeded my expectations and works perfectly."
P000114,Kestrel Business Notebook - Long Battery,Kestrel,electronics,laptops,3.8,3156,8.65,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000114/300/300,Kestrel Business Notebook - Long Battery laptops electronics Kestrel long battery high-res screen backlit keyboard Excellent quality and does exactly what it promises.
P000115,Everly Student Chromebook - Long Battery,Everly,electronics,laptops,4.0,238,177.08,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000115/300/300,"Everly Student Chromebook - Long Battery laptops electronics Everly long battery powerful GPU lightweight A game changer for my daily routine, so glad I bought it."
P000116,Everly USB-C Fast Charger - Durable Braided Cable,Everly,electronics,accessories,3.5,2583,196.11,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000116/300/300,"Everly USB-C Fast Charger - Durable Braided Cable accessories electronics Everly durable braided cable universal fit tactile switches Great value for the price, highly recommend to anyone."
P000117,Foundry Wireless Charging Pad - Fast Charging,Foundry,electronics,accessories,3.1,3960,286.93,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000117/300/300,"Foundry Wireless Charging Pad - Fast Charging accessories electronics Foundry fast charging durable braided cable tactile switches Impressive build and performance, five stars from me."
P000118,Lumo 4-Port USB Hub - Sturdy Aluminium,Lumo,electronics,accessories,3.0,7350,81.82,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000118/300/300,"Lumo 4-Port USB Hub - Sturdy Aluminium accessories electronics Lumo sturdy aluminium universal fit compact Absolutely love this, exceeded my expectations and works perfectly."
P000119,Meridian Laptop Stand - Compact,Meridian,electronics,accessories,4.1,1849,340.98,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000119/300/300,"Meridian Laptop Stand - Compact accessories electronics Meridian compact sturdy aluminium tactile switches Great value for the price, highly recommend to anyone."
P000120,Brightside Mechanical Keyboard - Fast Charging,Brightside,electronics,accessories,4.5,1306,343.35,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000120/300/300,"Brightside Mechanical Keyboard - Fast Charging accessories electronics Brightside fast charging compact tactile switches Works fine, though the build quality could be better."
P000121,Everly Mirrorless Camera Kit - Great Low Light,Everly,electronics,cameras,5.0,640,326.76,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000121/300/300,"Everly Mirrorless Camera Kit - Great Low Light cameras electronics Everly great low light image stabilization compact body Stopped working after a short while, not great."
